,a1,a2,a3,agency,h2,h3,h4,h5,suburb,t1,t2,t3,t4,u1,u2,u3,u4
387,,,,Love & Co,,,,,Tarneit,,,,,,,,
388,,,,Ray White Oakleigh,,,,,Tarneit,,,,,,,,
389,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Tarneit,,,,,,,,
390,,,,Landmark Harcourts,,,,,Tarneit,,,,,,,,
391,,,,Ray White ,,,,,Tarneit,,,,,,,,
392,,,,Professionals Methven Group,,,,,Tarneit,,,,,,,,
393,,,,Kay & Burton,,,,,Tarneit,,,,,,,,
394,,,,Jas Stephens Real Estate,,,,,Tarneit,,,,,,,,
395,,,,First National Real Estate Neilson Partners,,,,,Tarneit,,,,,,,,
396,,,,Clark NextRE,,,,,Tarneit,,,,,,,,
397,,,,Professionals,,,,,Tarneit,,,,,,,,
398,,,,Ballarat Real Estate,,,,,Tarneit,,,,,,,,
399,,,,Elders Real Estate,,,,,Tarneit,,,,,,,,
400,,,,Ray White,530000.0,825000.0,789625.0,,Mornington,,,921666.6666666666,,,515000.0,637500.0,
401,,,,Barry Plant,,700900.0,839000.0,1250000.0,Mornington,,,900000.0,,,600000.0,,
402,,,,None,,,,,Mornington,,,,,,,,
403,,,,hockingstuart,,,,,Mornington,,,,,,,,
404,,,,Stockdale & Leggo,,,,,Mornington,,,,,,,,
405,,,,Nelson Alexander,,,,,Mornington,,,,,,,,
406,,,,Harcourts,,655000.0,,1290000.0,Mornington,,,,,,,,
407,,,,Buxton,,,,,Mornington,,,,,,432500.0,,
408,,,,LJ Hooker,,,,,Mornington,,,,,,,,
409,,,,Jellis Craig,,,,,Mornington,,,,,,,,
410,,,,Biggin & Scott,,,,,Mornington,,,,,,,,
411,,,,OBrien Real Estate,195000.0,570700.0,839375.0,,Mornington,,,,,,115000.0,801500.0,
412,,,,Fletchers,,,,,Mornington,,,,,,,,
413,,,,Eview Group,330000.0,903090.0,1002107.1428571428,1096000.0,Mornington,,677000.0,1113000.0,947500.0,,423800.0,515000.0,1500000.0
414,,,,Raine & Horne,,,,,Mornington,,,,,,,,
415,,,,Woodards,,,,,Mornington,,,,,,,,
416,,,,McGrath,,,,,Mornington,,,,,,,,
417,,,,Marshall White,,,,,Mornington,,,,,,,,
418,,,,Hodges,,530000.0,,,Mornington,,,,,,,,
419,,,,Jellis Craig & Company Pty Ltd,,,,,Mornington,,,,,,,,
420,,,,Noel Jones,,,,,Mornington,,,,,,,,
421,,,,RT Edgar,,,1669980.0,,Mornington,,,,,,,,
422,,,,Philip Webb,,,,,Mornington,,,,,,,,
423,,,,Bell Real Estate,,,,,Mornington,,,,,,,,
424,,,,hockingstuart ,,491000.0,,,Mornington,,,,,,,901000.0,
425,,,,Sweeney Estate Agents,,,,,Mornington,,,,,,,,
426,,,,Brad Teal Real Estate,,,,,Mornington,,,,,,,,
427,,,,Grant's Estate Agents,,,,,Mornington,,,,,,,,
428,,,,Barry Plant ,,,,,Mornington,,,,,,,,
429,,,,Hayeswinckle,,,,,Mornington,,,,,,,,
430,,,,Harcourts Rata & Co,,,,,Mornington,,,,,,,,
431,,,,Alex Scott & Staff,,,,,Mornington,,,,,,,,
432,,,,Jellis Craig ,,,,,Mornington,,,,,,,,
433,,,,PRDnationwide,,,,,Mornington,,,,,,,,
434,,,,PRD Nationwide,,,,,Mornington,,,,,,,,
435,,,,Miles Real Estate,,,,,Mornington,,,,,,,,
436,,,,Gary Peer & Associates,,,,,Mornington,,,,,,,,
437,,,,Love & Co,,,,,Mornington,,,,,,,,
438,,,,Ray White Oakleigh,,,,,Mornington,,,,,,,,
439,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Mornington,,,,,,,,
440,,,,Landmark Harcourts,,,,,Mornington,,,,,,,,
441,,,,Ray White ,,,,,Mornington,,,,,,,,
442,,,,Professionals Methven Group,,,,,Mornington,,,,,,,,
443,,,,Kay & Burton,,,,,Mornington,,,,,,,,
444,,,,Jas Stephens Real Estate,,,,,Mornington,,,,,,,,
445,,,,First National Real Estate Neilson Partners,,,,,Mornington,,,,,,,,
446,,,,Clark NextRE,,,,,Mornington,,,,,,,,
447,,,,Professionals,,,,,Mornington,,,,,,,,
448,,,,Ballarat Real Estate,,,,,Mornington,,,,,,,,
449,,,,Elders Real Estate,,,,,Mornington,,,,,,,,
450,,,,Ray White,430000.0,566119.0476190476,638027.7777777778,680000.0,Point Cook,,,527666.6666666666,,360000.0,,,
451,,,,Barry Plant,,,,,Point Cook,,,,,,,,
452,,,,None,,,,,Point Cook,,,462000.0,,,,,
453,,,,hockingstuart,,575000.0,,,Point Cook,,,,,,,,
454,,,,Stockdale & Leggo,,,,,Point Cook,,,,,,,,
455,,,,Nelson Alexander,,,,,Point Cook,,,,,,,,
456,,,,Harcourts,,,,,Point Cook,,,,,,,,
457,,,,Buxton,,,,,Point Cook,,,,,,,,
458,,,,LJ Hooker,465000.0,573888.8888888889,670366.6666666666,841500.0,Point Cook,,394500.0,470000.0,,,420000.0,,
459,,,,Jellis Craig,,,,,Point Cook,,,,,,,,
460,,,,Biggin & Scott,,,678000.0,,Point Cook,,450000.0,,,,,,
461,,,,OBrien Real Estate,,582333.3333333334,656000.0,,Point Cook,,,,,,,,
462,,,,Fletchers,,,,,Point Cook,,,,,,,,
463,,,,Eview Group,,,,,Point Cook,,,,,,,,
464,,,,Raine & Horne,,,543080.0,,Point Cook,,,,,,,,
465,,,,Woodards,,,,,Point Cook,,,,,,,,
466,,,,McGrath,,695000.0,,,Point Cook,,,,,,,,
467,,,,Marshall White,,,,,Point Cook,,,,,,,,
468,,,,Hodges,,,,,Point Cook,,,,,,,,
469,,,,Jellis Craig & Company Pty Ltd,,,,,Point Cook,,,,,,,,
470,,,,Noel Jones,,,,,Point Cook,,,,,,,,
471,,,,RT Edgar,,,,,Point Cook,,,,,,,,
472,,,,Philip Webb,,,,,Point Cook,,,,,,,,
473,,,,Bell Real Estate,,,,,Point Cook,,,,,,,,
474,,,,hockingstuart ,,,,,Point Cook,,,,,,,,
475,,,,Sweeney Estate Agents,,,,,Point Cook,,,,,,,,
476,,,,Brad Teal Real Estate,,,,,Point Cook,,,,,,,,
477,,,,Grant's Estate Agents,,,,,Point Cook,,,,,,,,
478,,,,Barry Plant ,,,,,Point Cook,,,,,,,,
479,,,,Hayeswinckle,,,,,Point Cook,,,,,,,,
480,,,,Harcourts Rata & Co,,,,,Point Cook,,,,,,,,
481,,,,Alex Scott & Staff,,,,,Point Cook,,,,,,,,
482,,,,Jellis Craig ,,,,,Point Cook,,,,,,,,
483,,,,PRDnationwide,,,845000.0,,Point Cook,,,,,,,,
484,,,,PRD Nationwide,,,,,Point Cook,,,,,,,,
485,,,,Miles Real Estate,,,,,Point Cook,,,,,,,,
486,,,,Gary Peer & Associates,,,,,Point Cook,,,,,,,,
487,,,,Love & Co,,,,,Point Cook,,,,,,,,
488,,,,Ray White Oakleigh,,,,,Point Cook,,,,,,,,
489,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Point Cook,,,,,,,,
490,,,,Landmark Harcourts,,,,,Point Cook,,,,,,,,
491,,,,Ray White ,,,,,Point Cook,,,,,,,,
492,,,,Professionals Methven Group,,,,,Point Cook,,,,,,,,
493,,,,Kay & Burton,,,,,Point Cook,,,,,,,,
494,,,,Jas Stephens Real Estate,,,,,Point Cook,,,,,,,,
495,,,,First National Real Estate Neilson Partners,,,,,Point Cook,,,,,,,,
496,,,,Clark NextRE,,,,,Point Cook,,,,,,,,
497,,,,Professionals,,,,,Point Cook,,,505000.0,,,,,
498,,,,Ballarat Real Estate,,,,,Point Cook,,,,,,,,
499,,,,Elders Real Estate,,,,,Point Cook,,,,,,,,
500,,,,Ray White,408333.3333333333,520555.55555555556,579812.5,623333.3333333334,Werribee,,,,,,,571000.0,
501,,,,Barry Plant,447500.0,521217.1875,537015.5454545454,732500.0,Werribee,,,430000.0,530000.0,,365500.0,420000.0,
502,,,,None,,345000.0,,,Werribee,,,,,,360000.0,,
503,,,,hockingstuart,452500.0,481608.6956521739,816722.2,579666.6666666666,Werribee,,,,,,380000.0,440833.3333333333,
504,,,,Stockdale & Leggo,,400000.0,,,Werribee,,,,,,,,
505,,,,Nelson Alexander,,,,,Werribee,,,,,,,,
506,,,,Harcourts,,,,,Werribee,,,,,,,,
507,,,,Buxton,,,,,Werribee,,,,,,,,
508,,,,LJ Hooker,,,,,Werribee,,,,,,,,
509,,,,Jellis Craig,,,,,Werribee,,,,,,,,
510,,,,Biggin & Scott,,505000.0,523750.0,,Werribee,,,,,,,,
511,,,,OBrien Real Estate,,470001.0,532500.0,,Werribee,,,,,,,,
512,,,,Fletchers,,,,,Werribee,,,,,,,,
513,,,,Eview Group,,,,,Werribee,,,,,,,,
514,,,,Raine & Horne,,,,,Werribee,,,,,,,,
515,,,,Woodards,,,,,Werribee,,,,,,,,
516,,,,McGrath,,,,,Werribee,,,,,,,,
517,,,,Marshall White,,,,,Werribee,,,,,,,,
518,,,,Hodges,,515000.0,440000.0,,Werribee,,,,,,,,
519,,,,Jellis Craig & Company Pty Ltd,,,,,Werribee,,,,,,,,
520,,,,Noel Jones,,,,,Werribee,,,,,,,,
521,,,,RT Edgar,,,,,Werribee,,,,,,,,
522,,,,Philip Webb,,,,,Werribee,,,,,,,,
523,,,,Bell Real Estate,,,,,Werribee,,,,,,,,
524,,,,hockingstuart ,,,,,Werribee,,,,,,,,
525,,,,Sweeney Estate Agents,,439250.0,623500.0,,Werribee,,,,,,,,
526,,,,Brad Teal Real Estate,,,,,Werribee,,,,,,,,
527,,,,Grant's Estate Agents,,,,,Werribee,,,,,,,,
528,,,,Barry Plant ,,,,,Werribee,,,,,,,,
529,,,,Hayeswinckle,,,,,Werribee,,,,,,,,
530,,,,Harcourts Rata & Co,,,,,Werribee,,,,,,,,
531,,,,Alex Scott & Staff,,,,,Werribee,,,,,,,,
532,,,,Jellis Craig ,,,,,Werribee,,,,,,,,
533,,,,PRDnationwide,,518888.8888888889,637357.1428571428,,Werribee,,,,,,,485500.0,
534,,,,PRD Nationwide,,565000.0,,670000.0,Werribee,,,,,,,,
535,,,,Miles Real Estate,,,,,Werribee,,,,,,,,
536,,,,Gary Peer & Associates,,,,,Werribee,,,,,,,,
537,,,,Love & Co,,,,,Werribee,,,,,,,,
538,,,,Ray White Oakleigh,,,,,Werribee,,,,,,,,
539,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Werribee,,,,,,,,
540,,,,Landmark Harcourts,,,,,Werribee,,,,,,,,
541,,,,Ray White ,,,,,Werribee,,,,,,,,
542,,,,Professionals Methven Group,,,,,Werribee,,,,,,,,
543,,,,Kay & Burton,,,,,Werribee,,,,,,,,
544,,,,Jas Stephens Real Estate,,,,,Werribee,,,,,,,,
545,,,,First National Real Estate Neilson Partners,,,,,Werribee,,,,,,,,
546,,,,Clark NextRE,,,,,Werribee,,,,,,,,
547,,,,Professionals,,,,,Werribee,,,,,,,,
548,,,,Ballarat Real Estate,,,,,Werribee,,,,,,,,
549,,,,Elders Real Estate,,,,,Werribee,,,,,,,,
550,,,,Ray White,372500.0,521833.3333333333,583601.3,620666.6666666666,Hoppers Crossing,,,,,,,393000.0,
551,,,,Barry Plant,250000.0,547111.1111111111,561666.6666666666,600000.0,Hoppers Crossing,,,,,,370000.0,,
552,,,,None,,,,,Hoppers Crossing,,,,,,,,
553,,,,hockingstuart,355000.0,543007.78125,601984.6153846154,744500.0,Hoppers Crossing,,,475000.0,,,396333.3333333333,360000.0,
554,,,,Stockdale & Leggo,,,,,Hoppers Crossing,,,,,,,,
555,,,,Nelson Alexander,,,,,Hoppers Crossing,,,,,,,,
556,,,,Harcourts,,,,,Hoppers Crossing,,,,,,,,
557,,,,Buxton,,,,,Hoppers Crossing,,,,,,,,
558,,,,LJ Hooker,,525000.0,580000.0,,Hoppers Crossing,,,,,,,,
559,,,,Jellis Craig,,,,,Hoppers Crossing,,,,,,,,
560,,,,Biggin & Scott,,549333.3333333334,728500.0,,Hoppers Crossing,,,,,,,,
561,,,,OBrien Real Estate,,518000.0,,,Hoppers Crossing,,,,,,,,
562,,,,Fletchers,,,,,Hoppers Crossing,,,,,,,,
563,,,,Eview Group,,,,,Hoppers Crossing,,,,,,,,
564,,,,Raine & Horne,,,,,Hoppers Crossing,,,,,,,,
565,,,,Woodards,,,,,Hoppers Crossing,,,,,,,,
566,,,,McGrath,,,,,Hoppers Crossing,,,,,,,,
567,,,,Marshall White,,,,,Hoppers Crossing,,,,,,,,
568,,,,Hodges,,,,,Hoppers Crossing,,,,,,,,
569,,,,Jellis Craig & Company Pty Ltd,,,,,Hoppers Crossing,,,,,,,,
570,,,,Noel Jones,,,,,Hoppers Crossing,,,,,,,,
571,,,,RT Edgar,,,,,Hoppers Crossing,,,,,,,,
572,,,,Philip Webb,,,,,Hoppers Crossing,,,,,,,,
573,,,,Bell Real Estate,,,,,Hoppers Crossing,,,,,,,,
574,,,,hockingstuart ,,,,,Hoppers Crossing,,,,,,,,
575,,,,Sweeney Estate Agents,,479571.4285714286,552500.0,,Hoppers Crossing,,,,,,,,
576,,,,Brad Teal Real Estate,,,,,Hoppers Crossing,,,,,,,,
577,,,,Grant's Estate Agents,,,,,Hoppers Crossing,,,,,,,,
578,,,,Barry Plant ,,,,,Hoppers Crossing,,,,,,,,
579,,,,Hayeswinckle,,,,,Hoppers Crossing,,,,,,,,
580,,,,Harcourts Rata & Co,,,,,Hoppers Crossing,,,,,,,,
581,,,,Alex Scott & Staff,,,,,Hoppers Crossing,,,,,,,,
582,,,,Jellis Craig ,,,,,Hoppers Crossing,,,,,,,,
583,,,,PRDnationwide,,537500.0,543333.3333333334,,Hoppers Crossing,,,,,,,,
584,,,,PRD Nationwide,,,,,Hoppers Crossing,,,,,,,,
585,,,,Miles Real Estate,,,,,Hoppers Crossing,,,,,,,,
586,,,,Gary Peer & Associates,,,,,Hoppers Crossing,,,,,,,,
587,,,,Love & Co,,,,,Hoppers Crossing,,,,,,,,
588,,,,Ray White Oakleigh,,,,,Hoppers Crossing,,,,,,,,
589,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Hoppers Crossing,,,,,,,,
590,,,,Landmark Harcourts,,,,,Hoppers Crossing,,,,,,,,
591,,,,Ray White ,,,,,Hoppers Crossing,,,,,,,,
592,,,,Professionals Methven Group,,,,,Hoppers Crossing,,,,,,,,
593,,,,Kay & Burton,,,,,Hoppers Crossing,,,,,,,,
594,,,,Jas Stephens Real Estate,,,,,Hoppers Crossing,,,,,,,,
595,,,,First National Real Estate Neilson Partners,,,,,Hoppers Crossing,,,,,,,,
596,,,,Clark NextRE,,,,,Hoppers Crossing,,,,,,,,
597,,,,Professionals,,,,,Hoppers Crossing,,,,,,,,
598,,,,Ballarat Real Estate,,,,,Hoppers Crossing,,,,,,,,
599,,,,Elders Real Estate,,,,,Hoppers Crossing,,,,,,,,
600,,,,Ray White,,,,,Richmond,,1005000.0,,,,,,
601,315000.0,,,Barry Plant,,,,,Richmond,,,,,,,,
602,,,,None,,,,,Richmond,,,,,,,,
603,,,,hockingstuart,965000.0,,,,Richmond,,,,,,,,
604,,,,Stockdale & Leggo,,,,,Richmond,,,,,,,,
605,310000.0,599000.0,,Nelson Alexander,1340000.0,1426500.0,,,Richmond,,,,,,,,
606,,,,Harcourts,,,,,Richmond,,,,,,,,
607,,575000.0,,Buxton,,,,,Richmond,,,,,,,,
608,,,,LJ Hooker,,,,,Richmond,,,,,,,,
609,392000.0,796500.0,997500.0,Jellis Craig,1152000.0,1850821.4285714286,1650000.0,,Richmond,640000.0,941833.3333333334,1330666.6666666667,,,,,
610,404907.8947368421,611395.8333333334,1091888.888888889,Biggin & Scott,1135563.6363636365,1395805.5555555555,1653333.3333333333,2100000.0,Richmond,,854800.0,1232500.0,2500000.0,,,,
611,,,,OBrien Real Estate,,,,,Richmond,,,,,,,,
612,360000.0,,,Fletchers,,,,,Richmond,,,,,,,,
613,,,,Eview Group,,,,,Richmond,,,,,,,,
614,,,,Raine & Horne,,,,,Richmond,,,,,,,,
615,,,,Woodards,,,,,Richmond,,,,,,,,
616,390000.0,,,McGrath,,,,,Richmond,,,,,,,,
617,,,,Marshall White,,,,,Richmond,,,,,,,,
618,,,,Hodges,,,,,Richmond,,,,,,,,
619,,825000.0,,Jellis Craig & Company Pty Ltd,975000.0,,,,Richmond,,,1255000.0,,,,,
620,,,,Noel Jones,,,,,Richmond,,,,,,,,
621,370000.0,911000.0,,RT Edgar,,,2350000.0,,Richmond,,,,,,,,
622,,,,Philip Webb,,,,,Richmond,,,,,,,,
623,,,,Bell Real Estate,,,,,Richmond,,,,,,,,
624,403485.45,660236.8421052631,1537500.0,hockingstuart ,992500.0,1602208.3333333333,1552000.0,,Richmond,,990600.0,1342500.0,,,,,
625,,,,Sweeney Estate Agents,,,,,Richmond,,,,,,,,
626,,,,Brad Teal Real Estate,,,,,Richmond,,,,,,,,
627,,,,Grant's Estate Agents,,,,,Richmond,,,,,,,,
628,,,,Barry Plant ,,,,,Richmond,,,,,,,,
629,,,,Hayeswinckle,,,,,Richmond,,,,,,,,
630,,,,Harcourts Rata & Co,,,,,Richmond,,,,,,,,
631,,,,Alex Scott & Staff,,,,,Richmond,,,,,,,,
632,363000.0,,,Jellis Craig ,,,,,Richmond,,,,,,,,
633,,,,PRDnationwide,,,,,Richmond,,,,,,,,
634,,,,PRD Nationwide,,,,,Richmond,,,,,,,,
635,,,,Miles Real Estate,,,,,Richmond,,,,,,,,
636,,,,Gary Peer & Associates,,,,,Richmond,,,,,,,,
637,,,,Love & Co,,,,,Richmond,,,,,,,,
638,,,,Ray White Oakleigh,,,,,Richmond,,,,,,,,
639,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Richmond,,,,,,,,
640,,,,Landmark Harcourts,,,,,Richmond,,,,,,,,
641,,,,Ray White ,,,,,Richmond,,,,,,,,
642,,,,Professionals Methven Group,,,,,Richmond,,,,,,,,
643,,,,Kay & Burton,1350000.0,,,,Richmond,,,,,,,,
644,,,,Jas Stephens Real Estate,,,,,Richmond,,,,,,,,
645,,,,First National Real Estate Neilson Partners,,,,,Richmond,,,,,,,,
646,,,,Clark NextRE,,,,,Richmond,,,,,,,,
647,,,,Professionals,,,,,Richmond,,,,,,,,
648,,,,Ballarat Real Estate,,,,,Richmond,,,,,,,,
649,,,,Elders Real Estate,,,,,Richmond,,,,,,,,
650,,,,Ray White,493500.0,770818.75,901857.1428571428,772500.0,St Albans,,,460000.0,,,403333.3333333333,497500.0,
651,,,,Barry Plant,,630560.6060606061,692388.8888888889,,St Albans,,414583.3333333333,555562.5,594500.0,,393461.53846153844,487125.0,
652,,,,None,,502000.0,,,St Albans,,,,,,430000.0,422000.0,
653,,,,hockingstuart,,675000.0,,,St Albans,,,,,,,600000.0,
654,,,,Stockdale & Leggo,398000.0,616500.0,,,St Albans,,390500.0,,,320000.0,,,
655,,,,Nelson Alexander,,,642000.0,,St Albans,,,,,,,,
656,,,,Harcourts,,615000.0,,,St Albans,,,,,,,,
657,,,,Buxton,,,,,St Albans,,,,,,,,
658,,,,LJ Hooker,,,,,St Albans,,,,,,,,
659,,,,Jellis Craig,,,,,St Albans,,,,,,,,
660,,,,Biggin & Scott,,,,,St Albans,,,,,,,,
661,,,,OBrien Real Estate,,620000.0,605000.0,,St Albans,,,,,,460500.0,,
662,,,,Fletchers,,,,,St Albans,,,,,,,,
663,,,,Eview Group,,,,,St Albans,,,,,,,,
664,,,,Raine & Horne,,,,,St Albans,,,,,,,,
665,,,,Woodards,,,,,St Albans,,,,,,,,
666,,,,McGrath,,,,,St Albans,,,,,,,,
667,,,,Marshall White,,,,,St Albans,,,,,,,,
668,,,,Hodges,,,,,St Albans,,,,,,,,
669,,,,Jellis Craig & Company Pty Ltd,,,,,St Albans,,,,,,,,
670,,,,Noel Jones,,,,,St Albans,,,,,,,,
671,,,,RT Edgar,,,,,St Albans,,,,,,,,
672,,,,Philip Webb,,,,,St Albans,,,,,,,,
673,,,,Bell Real Estate,,,,,St Albans,,,,,,,,
674,,,,hockingstuart ,,,,,St Albans,,,,,,,,
675,,,,Sweeney Estate Agents,,582250.0,1247333.3333333333,,St Albans,,,822500.0,,,452500.0,500000.0,
676,,,,Brad Teal Real Estate,,,,,St Albans,,,,,,,,
677,,,,Grant's Estate Agents,,,,,St Albans,,,,,,,,
678,,,,Barry Plant ,,,,,St Albans,,,,,,,,
679,,,,Hayeswinckle,,,,,St Albans,,,,,,,,
680,,,,Harcourts Rata & Co,,,,,St Albans,,,,,,,,
681,,,,Alex Scott & Staff,,,,,St Albans,,,,,,,,
682,,,,Jellis Craig ,,,,,St Albans,,,,,,,,
683,,,,PRDnationwide,,,,,St Albans,,,,,,,,
684,,,,PRD Nationwide,,650000.0,,,St Albans,,,,,,,,
685,,,,Miles Real Estate,,,,,St Albans,,,,,,,,
686,,,,Gary Peer & Associates,,,,,St Albans,,,,,,,,
687,,,,Love & Co,,,,,St Albans,,,,,,,,
688,,,,Ray White Oakleigh,,,,,St Albans,,,,,,,,
689,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,St Albans,,,,,,,,
690,,,,Landmark Harcourts,,,,,St Albans,,,,,,,,
691,,,,Ray White ,,,,,St Albans,,,,,,,,
692,,,,Professionals Methven Group,,,,,St Albans,,,,,,,,
693,,,,Kay & Burton,,,,,St Albans,,,,,,,,
694,,,,Jas Stephens Real Estate,,,,,St Albans,,,,,,,,
695,,,,First National Real Estate Neilson Partners,,,,,St Albans,,,,,,,,
696,,,,Clark NextRE,,,,,St Albans,,,,,,,,
697,,,,Professionals,,585000.0,,,St Albans,,,,,,,,
698,,,,Ballarat Real Estate,,,,,St Albans,,,,,,,,
699,,,,Elders Real Estate,,,,,St Albans,,,,,,,,
700,,,,Ray White,,552800.0,737500.0,1082500.0,Narre Warren South,,,,,,,,
701,,,,Barry Plant,,556916.6666666666,663166.6666666666,570000.0,Narre Warren South,,,,,,,,
702,,,,None,,558000.0,680000.0,,Narre Warren South,,,,,,,,
703,,,,hockingstuart,,575000.0,660000.0,,Narre Warren South,,,,,,,,
704,,,,Stockdale & Leggo,,581000.0,626600.0,,Narre Warren South,,,,,,,,
705,,,,Nelson Alexander,,,,,Narre Warren South,,,,,,,,
706,,,,Harcourts,,588214.2857142857,706895.2307692308,786666.6666666666,Narre Warren South,,,,,,,,
707,,,,Buxton,,,,,Narre Warren South,,,,,,,,
708,,,,LJ Hooker,,553333.3333333334,689535.7142857143,995000.0,Narre Warren South,,,,,,,,
709,,,,Jellis Craig,,,,,Narre Warren South,,,,,,,,
710,,,,Biggin & Scott,,,700000.0,,Narre Warren South,,,,,,,,
711,,,,OBrien Real Estate,,575500.0,763884.6153846154,632100.0,Narre Warren South,,,,,,,,
712,,,,Fletchers,,,,,Narre Warren South,,,,,,,,
713,,,,Eview Group,,595296.25,690738.5833333334,,Narre Warren South,,,,,,,,
714,,,,Raine & Horne,,510000.0,807500.0,,Narre Warren South,,,,,,,,
715,,,,Woodards,,,,,Narre Warren South,,,,,,,,
716,,,,McGrath,,,,,Narre Warren South,,,,,,,,
717,,,,Marshall White,,,,,Narre Warren South,,,,,,,,
718,,,,Hodges,,,,,Narre Warren South,,,,,,,,
719,,,,Jellis Craig & Company Pty Ltd,,,,,Narre Warren South,,,,,,,,
720,,,,Noel Jones,,,,,Narre Warren South,,,,,,,,
721,,,,RT Edgar,,,,,Narre Warren South,,,,,,,,
722,,,,Philip Webb,,,650000.0,,Narre Warren South,,,,,,,,
723,,,,Bell Real Estate,,,,,Narre Warren South,,,,,,,,
724,,,,hockingstuart ,,,,,Narre Warren South,,,,,,,,
725,,,,Sweeney Estate Agents,,,,,Narre Warren South,,,,,,,,
726,,,,Brad Teal Real Estate,,,,,Narre Warren South,,,,,,,,
727,,,,Grant's Estate Agents,,543250.0,640000.0,,Narre Warren South,,,,,,,,
728,,,,Barry Plant ,,,,,Narre Warren South,,,,,,,,
729,,,,Hayeswinckle,,,,,Narre Warren South,,,,,,,,
730,,,,Harcourts Rata & Co,,,,,Narre Warren South,,,,,,,,
731,,,,Alex Scott & Staff,,,,,Narre Warren South,,,,,,,,
732,,,,Jellis Craig ,,,,,Narre Warren South,,,,,,,,
733,,,,PRDnationwide,,,,,Narre Warren South,,,,,,,,
734,,,,PRD Nationwide,,,,,Narre Warren South,,,,,,,,
735,,,,Miles Real Estate,,,,,Narre Warren South,,,,,,,,
736,,,,Gary Peer & Associates,,,,,Narre Warren South,,,,,,,,
737,,,,Love & Co,,,,,Narre Warren South,,,,,,,,
738,,,,Ray White Oakleigh,,,,,Narre Warren South,,,,,,,,
739,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Narre Warren South,,,,,,,,
740,,,,Landmark Harcourts,,,,,Narre Warren South,,,,,,,,
741,,,,Ray White ,,,,,Narre Warren South,,,,,,,,
742,,,,Professionals Methven Group,,,,,Narre Warren South,,,,,,,,
743,,,,Kay & Burton,,,,,Narre Warren South,,,,,,,,
744,,,,Jas Stephens Real Estate,,,,,Narre Warren South,,,,,,,,
745,,,,First National Real Estate Neilson Partners,,670000.0,662500.0,1380000.0,Narre Warren South,,,,,,,516000.0,
746,,,,Clark NextRE,,,,,Narre Warren South,,,,,,,,
747,,,,Professionals,,,,,Narre Warren South,,,,,,,,
748,,,,Ballarat Real Estate,,,,,Narre Warren South,,,,,,,,
749,,,,Elders Real Estate,,,,,Narre Warren South,,,,,,,,
750,,,,Ray White,470217.0,575000.0,600500.0,,Narre Warren,,,,,,,,
751,,,,Barry Plant,,570349.1428571428,624666.6666666666,695000.0,Narre Warren,,,555000.0,,,391000.0,450000.0,
752,,,,None,,,,,Narre Warren,,,,,,,,
753,,,,hockingstuart,,625000.0,642500.0,,Narre Warren,,,,,,415000.0,,
754,,,,Stockdale & Leggo,396000.0,605612.5,606875.0,,Narre Warren,,,,,,427600.0,,
755,,,,Nelson Alexander,,,,,Narre Warren,,,,,,,,
756,,,,Harcourts,,598666.6666666666,666400.0,,Narre Warren,,,,,,420000.0,,
757,,,,Buxton,,,,,Narre Warren,,,,,,,,
758,,,,LJ Hooker,,606500.0,637700.0,,Narre Warren,,,,,,,,
759,,,,Jellis Craig,,,,,Narre Warren,,,,,,,,
760,,,,Biggin & Scott,,576000.0,600000.0,,Narre Warren,,,,,,,,
761,,,,OBrien Real Estate,515000.0,605050.0,681344.4444444445,,Narre Warren,,,,,,435000.0,,
762,,,,Fletchers,,,,,Narre Warren,,,,,,,,
763,,,,Eview Group,,595875.0,500000.0,,Narre Warren,,,,,,410000.0,,
764,,,,Raine & Horne,,,632000.0,,Narre Warren,,,,,,,,
765,,,,Woodards,,,,,Narre Warren,,,,,,,,
766,,,,McGrath,,,,,Narre Warren,,,,,,,,
767,,,,Marshall White,,,,,Narre Warren,,,,,,,,
768,,,,Hodges,,,,,Narre Warren,,,,,,,,
769,,,,Jellis Craig & Company Pty Ltd,,,,,Narre Warren,,,,,,,,
770,,,,Noel Jones,,,,,Narre Warren,,,,,,,,
771,,,,RT Edgar,,,,,Narre Warren,,,,,,,,
772,,,,Philip Webb,,,,,Narre Warren,,,,,,,,
773,,,,Bell Real Estate,,630000.0,662500.0,,Narre Warren,,,,,,,,
774,,,,hockingstuart ,,,625000.0,,Narre Warren,,,,,,,,
775,,,,Sweeney Estate Agents,,,,,Narre Warren,,,,,,,,
776,,,,Brad Teal Real Estate,,,,,Narre Warren,,,,,,,,
777,,,,Grant's Estate Agents,,766200.0,625000.0,,Narre Warren,,,,,,,,
778,,,,Barry Plant ,,,,,Narre Warren,,,,,,,,
779,,,,Hayeswinckle,,,,,Narre Warren,,,,,,,,
780,,,,Harcourts Rata & Co,,,,,Narre Warren,,,,,,,,
